SKU,Nombre,Descripción,Costo producción lote (USD),# Ingredientes,Duración esperada (hrs),Lote producción,Tiempo esperado producción (mins),Grupos Productores,Total Grupos Productores,Producción
e481e233b2,Hamburguesa Vegetariana,"Una hamburguesa con sabores terrosos y suaves. Los garbanzos, espinacas, cebolla, ajo y pan rallado se combinan para crear una textura suave y una mezcla de sabores salados y umami. La lechuga, tomate y mayonesa vegana aportan un toque fresco y cremoso.",353,5,14,2,15,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",25,cocina
0a987d2669,Hamburguesa Viva la Pera,"La hamburguesa Viva la Pera es una opción vegetariana llena de sabores contrastantes. El pan de quinoa aporta proteínas y textura, mientras que la pera a la parrilla proporciona dulzura. El queso halloumi aporta un sabor salado que se equilibra con la dulzura de la pera y la miel, y las espinacas y las nueces añaden textura y sabor.",211,6,14,4,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",25,cocina
0a44f324c1,Hamburguesa con Huevo,"Una hamburguesa con sabores suaves y cremosos. La carne de res se combina con el queso cheddar, el huevo frito y la mayonesa de ajo para crear una experiencia cremosa y ligeramente salada. La lechuga y el tomate aportan un toque fresco.",265,8,16,1,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",25,cocina
adfb55e095,Hamburguesa con Tocino,"Una hamburguesa con sabores fuertes y salados. La carne de res se combina con el queso cheddar, el tocino crujiente y la salsa BBQ para crear una experiencia ahumada y salada. La lechuga y el tomate aportan un toque fresco.",316,7,17,2,11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",25,cocina
3da1183c5b,Hamburguesa de Cerdo BBQ,"Una hamburguesa con sabores dulces y ahumados. La carne de cerdo se combina con el queso cheddar, el tocino, la cebolla frita y la salsa BBQ para crear una experiencia ahumada y dulce. La lechuga y el tomate aportan un toque fresco.",234,5,17,3,17,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",25,cocina
9a7ff52e69,Hamburguesa de Champiñones,Una hamburguesa con sabores terrosos y suaves. Los champiñones se combinan con la carne de res para crear una experiencia umami y terrosa. La lechuga y el tomate aportan un toque fresco.,249,5,10,3,16,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",25,cocina
868db3472f,Hamburguesa de Espinacas y Feta,Una hamburguesa con sabores mediterráneos y terrosos. La mezcla de espinacas frescas y queso feta se combina con la carne de res para crear una experiencia salada y terrosa. El pan de hamburguesa artesanal aporta una textura y sabor únicos.,265,5,18,2,11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",25,cocina
8701c5cdb7,Hamburguesa de Pavo,"Una hamburguesa con sabores suaves y ligeros. La carne de pavo se combina con la lechuga, el tomate y la mayonesa para crear un sabor fresco y ligero.",486,6,11,1,16,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",25,cocina
3287bfb415,Hamburguesa de Pavo con Guacamole,"Una hamburguesa con sabores suaves y frescos. La carne de pavo se combina con el guacamole, la lechuga y el tomate para crear un sabor fresco y suave.",212,6,20,1,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",25,cocina
2c3e81f42b,Hamburguesa de Pescado,"Una hamburguesa con sabores frescos y del mar. El pescado fresco se combina con la lechuga, el tomate y la mayonesa de limón para crear una experiencia fresca y suave.",214,6,10,3,16,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",25,cocina
ecfc869d23,Hamburguesa de Pollo,"Una hamburguesa con un sabor más suave y ligero que la hamburguesa clásica. La carne de pollo se combina con lechuga, tomate, cebolla y mayonesa para crear un sabor fresco y ligero.",202,6,11,3,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",25,cocina
051b0206d1,Hamburguesa de Pollo BBQ,"Una hamburguesa con sabores dulces y ahumados. La carne de pollo se combina con el queso cheddar, el tocino, la cebolla frita y la salsa BBQ para crear una experiencia ahumada y dulce. La lechuga y el tomate aportan un toque fresco.",310,5,14,3,15,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",25,cocina
73b8bdf09f,Hamburguesa de Portobello,"Una hamburguesa vegetariana con sabores terrosos y suaves. El hongo portobello se combina con la lechuga, el tomate y la mayonesa de ajo para crear una experiencia suave y ligeramente salada. El pan de hamburguesa artesanal aporta una textura y sabor únicos.",317,5,18,2,17,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",25,cocina
24b96e2e69,Hamburguesa de Queso Azul,"Una hamburguesa con sabores fuertes y salados. La carne de res se combina con el queso azul, la lechuga, el tomate y la mayonesa de ajo para crear una experiencia salada y cremosa.",457,5,20,2,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",25,cocina
6b6bd5ce9f,Hamburguesa de Queso de Cabra,"Una hamburguesa con sabores intensos y cremosos. La carne de res se combina con el queso de cabra, la rúcula y la cebolla caramelizada para crear una experiencia cremosa y ligeramente dulce. El pan de hamburguesa artesanal aporta una textura y sabor únicos.",229,5,18,2,17,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",25,cocina
5a6574e79f,Hamburguesa de Salmón,"Una hamburguesa con sabores frescos y del mar. El salmón fresco se combina con la lechuga, el tomate y la mayonesa de eneldo para crear una experiencia fresca y suave.",318,6,15,4,18,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",25,cocina
